,LicenseNo,Inspection_Results
31705,6411,1
31706,11519,3
31707,11804,2
31708,37372,1
31709,27343,1
31710,35326,4
31711,25446,1
31712,15737,2
31713,16699,3
31714,7550,1
31715,12922,3
31716,35388,2
31717,8221,3
31718,7763,4
31719,33582,1
31720,19006,2
31721,413,1
31722,21267,2
31723,9890,2
31724,8644,2
31725,21096,1
31726,14909,1
31727,29068,1
31728,3861,1
31729,28477,1
31730,9010,2
31731,33709,3
31732,34842,1
31733,21944,1
31734,26913,2
31735,31364,6
31736,6314,4
31737,22915,1
31738,8975,1
31739,14214,1
31740,11419,1
31741,14719,3
31742,6371,2
31743,23826,1
31744,23331,1
31745,4246,2
31746,19279,1
31747,17433,1
31748,7176,1
31749,16855,1
31750,22154,2
31751,7875,1
31752,21626,3
31753,36226,1
31754,1010,1
31755,19816,3
31756,13350,1
31757,36500,1
31758,23801,1
31759,21340,2
31760,3721,4
31761,33128,3
31762,19729,1
31763,20764,2
31764,33707,1
31765,15413,1
31766,14179,1
31767,21619,1
31768,10262,1
31769,8625,1
31770,24617,3
31771,34369,1
31772,33625,2
31773,34477,2
31774,23182,2
31775,18909,2
31776,7955,1
31777,965,2
31778,14875,1
31779,34066,3
31780,359,1
31781,13934,1
31782,16998,2
31783,28086,2
31784,12876,2
31785,36280,1
31786,8122,1
31787,4760,1
31788,20073,2
31789,19402,2
31790,13278,1
31791,33806,1
31792,19162,1
31793,11098,1
31794,7546,1
31795,7278,1
31796,12290,1
31797,23489,4
31798,8948,1
31799,24081,1
31800,10941,2
31801,2168,2
31802,26448,3
31803,339,3
31804,8612,1
31805,1974,1
31806,14592,3
31807,13146,3
31808,29819,1
31809,36828,2
31810,17877,2
31811,24731,2
31812,19224,3
31813,37268,2
31814,18846,3
31815,7187,1
31816,13042,1
31817,15530,1
31818,26932,1
31819,10020,1
31820,16100,3
31821,5234,1
31822,2228,1
31823,32571,3
31824,1756,4
31825,16136,2
31826,3482,1
31827,10064,2
31828,10483,2
31829,9159,1
31830,7546,1
31831,3998,1
31832,30218,2
31833,2413,2
31834,6378,3
31835,2451,4
31836,34074,1
31837,29638,3
31838,18401,1
31839,14571,2
31840,18293,1
31841,8911,3
31842,7460,1
31843,28147,1
31844,28691,2
31845,24706,2
31846,31245,1
31847,19612,2
31848,13473,1
31849,19181,1
31850,27374,2
31851,34761,2
31852,5234,3
31853,9393,1
31854,14966,1
31855,2703,1
31856,16325,3
31857,3655,1
31858,33998,1
31859,9840,1
31860,30096,4
31861,14875,3
31862,9949,1
31863,28243,1
31864,8744,3
31865,9879,1
31866,37187,1
31867,10061,4
31868,22478,1
31869,6651,1
31870,35482,2
31871,27455,4
31872,25104,3
31873,10168,1
31874,18932,1
31875,1413,1
31876,9795,1
31877,21088,1
31878,34631,4
31879,34520,1
31880,11834,1
31881,22787,2
31882,3388,2
31883,8840,1
31884,0,1
31885,25127,1
31886,23776,2
31887,6377,1
31888,26659,1
31889,4888,2
31890,272,4
31891,11227,4
31892,31437,2
31893,37258,1
31894,35015,1
31895,10530,4
31896,25289,1
31897,23220,1
31898,15728,1
31899,21735,1
31900,12988,1
31901,19074,3
31902,9465,1
31903,8695,1
31904,10500,1
31905,26303,1
31906,4295,1
31907,12823,1
31908,27130,1
31909,545,4
31910,34845,2
31911,7668,2
31912,5425,1
31913,9875,1
31914,14175,4
31915,36204,1
31916,20511,1
31917,11916,1
31918,20930,1
31919,12410,2
31920,7518,1
31921,5058,4
31922,3089,1
31923,8600,1
31924,2466,2
31925,26579,3
31926,17370,2
31927,16142,3
31928,19246,3
31929,22782,1
31930,1153,1
31931,6153,3
31932,4322,1
31933,21477,1
31934,13704,2
31935,24768,1
31936,24065,1
31937,5614,3
31938,7232,4
31939,4660,1
31940,11761,1
31941,7099,4
31942,11944,2
31943,11490,1
31944,33584,1
31945,36132,1
31946,6300,1
31947,19240,2
31948,12505,1
31949,30671,3
31950,9277,1
31951,23259,1
31952,19427,1
31953,34211,1
31954,12815,2
31955,11199,1
31956,22962,1
31957,7358,1
31958,20668,1
31959,33807,1
31960,11471,3
31961,28972,1
31962,23277,3
31963,19067,1
31964,13219,2
31965,2655,1
31966,33696,1
31967,33552,1
31968,18471,1
31969,34758,1
31970,19434,3
31971,2901,1
31972,18405,1
31973,9836,1
31974,33792,1
31975,8716,4
31976,8141,3
31977,8335,5
31978,19312,1
31979,18251,1
31980,36914,1
31981,939,1
31982,24100,4
31983,35789,1
31984,19696,2
31985,22468,3
31986,1464,1
31987,7815,2
31988,1675,1
31989,21960,3
31990,17352,1
31991,18005,2
31992,33961,4
31993,34900,1
31994,20758,2
31995,14021,1
31996,134,1
31997,4365,1
31998,25784,3
31999,20299,4
32000,24033,1
32001,32643,2
32002,11348,1
32003,25658,1
32004,17979,1
32005,20394,2
32006,1703,4
32007,3944,1
32008,14174,1
32009,22147,4
32010,19519,1
32011,20712,2
32012,6418,4
32013,24353,4
32014,8019,2
32015,14753,3
32016,3820,1
32017,2792,1
32018,18233,1
32019,31572,1
32020,36596,1
32021,20314,1
32022,5734,3
32023,29177,1
32024,34143,1
32025,23306,1
32026,25426,1
32027,33894,3
32028,10795,1
32029,29430,1
32030,28095,1
32031,20700,1
32032,8049,1
32033,2146,1
32034,6066,1
32035,19324,1
32036,19202,3
32037,5597,3
32038,36908,1
32039,36730,1
32040,565,1
32041,7479,1
32042,25695,3
32043,8460,3
32044,31123,3
32045,29711,3
32046,4029,4
32047,5450,1
32048,18334,1
32049,12763,3
32050,32967,1
32051,1612,3
32052,4936,1
32053,27976,1
32054,11720,1
32055,3401,2
32056,24753,2
32057,6805,1
32058,6196,1
32059,8916,2
32060,31225,3
32061,32170,1
32062,15464,2
32063,36924,1
32064,5480,1
32065,33903,1
32066,34978,1
32067,14194,1
32068,5332,5
32069,34012,2
32070,20834,1
32071,23433,2
32072,1727,2
32073,15990,2
32074,33474,4
32075,9907,1
32076,14782,2
32077,27276,1
32078,14139,3
32079,5349,1
32080,22310,1
32081,3764,2
32082,12768,2
32083,21959,3
32084,4411,1
32085,37048,1
32086,19202,1
32087,2226,3
32088,15255,4
32089,996,2
32090,33693,2
32091,11314,1
32092,36822,1
32093,24598,1
32094,35546,1
32095,10231,1
32096,24035,3
32097,19051,1
32098,1917,2
32099,18498,3
32100,5786,2
32101,33098,2
32102,14386,2
32103,17876,3
32104,11203,1
32105,36894,1
32106,6754,1
32107,30528,3
32108,3153,1
32109,16235,1
32110,7866,1
32111,10633,1
32112,5092,1
32113,26668,1
32114,36516,1
32115,26045,1
32116,9398,1
32117,29307,1
32118,3984,2
32119,19317,1
32120,13781,2
32121,18055,3
32122,15587,1
32123,11765,1
32124,18579,1
32125,8150,3
32126,1705,3
32127,9781,2
32128,15716,3
32129,27388,1
32130,15250,1
32131,26803,1
32132,26471,2
32133,13468,1
32134,15853,2
32135,35576,1
32136,542,1
32137,34071,1
32138,15830,4
32139,7750,1
32140,7994,1
32141,14646,1
32142,2314,3
32143,17225,4
32144,30369,1
32145,32126,3
32146,8090,1
32147,5132,1
32148,25136,1
32149,26287,4
32150,5253,4
32151,9,2
32152,1052,1
32153,20535,4
32154,3950,3
32155,8626,1
32156,22069,1
32157,36657,1
32158,16572,2
32159,22145,1
32160,25783,1
32161,25589,2
32162,2505,4
32163,34415,1
32164,2973,1
32165,9112,1
32166,22632,1
32167,5952,1
32168,18136,1
32169,25002,4
32170,2944,4
32171,23653,1
32172,2394,1
32173,34824,2
32174,5580,3
32175,34012,1
32176,2446,3
32177,26357,1
32178,35285,3
32179,36781,2
32180,19525,1
32181,28919,2
32182,29857,1
32183,35489,3
32184,36478,4
32185,17209,1
32186,36175,1
32187,22695,1
32188,11903,4
32189,17187,3
32190,12445,1
32191,8238,2
32192,14970,2
32193,14491,1
32194,26782,1
32195,33859,1
32196,1996,2
32197,3816,2
32198,1791,1
32199,3871,2
32200,26737,1
32201,23387,4
32202,11138,1
32203,28252,1
32204,10995,3
32205,13653,1
32206,7168,1
32207,13437,2
32208,12664,2
32209,27113,2
32210,20279,3
32211,22096,4
32212,10181,1
32213,9387,1
32214,33754,2
32215,13474,4
32216,26273,4
32217,19579,3
32218,21117,3
32219,23132,1
32220,9893,1
32221,13672,1
32222,33615,4
32223,8044,1
32224,30858,1
32225,249,1
32226,24693,1
32227,27055,1
32228,14349,2
32229,32861,1
32230,33378,3
32231,35094,2
32232,20268,3
32233,725,1
32234,9965,1
32235,24821,3
32236,11067,3
32237,6383,1
32238,9516,2
32239,4174,1
32240,23868,4
32241,17638,1
32242,8127,3
32243,27229,1
32244,21886,3
32245,5087,4
32246,9532,1
32247,8542,1
32248,21915,2
32249,8151,2
32250,33564,1
32251,10375,3
32252,36412,4
32253,33904,1
32254,13349,2
32255,1682,4
32256,35331,1
32257,14098,1
32258,34420,1
32259,36390,2
32260,17724,1
32261,36495,1
32262,37022,3
32263,9677,1
32264,11414,2
32265,26960,1
32266,2978,1
32267,13617,3
32268,117,1
32269,11434,5
32270,26929,1
32271,9651,2
32272,10299,1
32273,6268,1
32274,19073,3
32275,2715,1
32276,12525,2
32277,949,2
32278,1210,1
32279,505,1
32280,30101,1
32281,5773,1
32282,3768,1
32283,11804,1
32284,26385,1
32285,5041,1
32286,16681,3
32287,20800,1
32288,31957,3
32289,3687,1
32290,30234,3
32291,25952,1
32292,13127,3
32293,16259,1
32294,4030,3
32295,15192,1
32296,26120,1
32297,12357,1
32298,9034,1
32299,9507,1
32300,4529,1
32301,9092,1
32302,17806,1
32303,23377,3
32304,34699,1
32305,24483,1
32306,9600,2
32307,27260,2
32308,17807,1
32309,5371,4
32310,5085,1
32311,18031,3
32312,34814,2
32313,6477,2
32314,322,1
32315,12671,1
32316,19349,2
32317,27377,4
32318,9868,2
32319,13710,1
32320,34925,2
32321,21873,2
32322,15121,1
32323,24449,1
32324,26058,3
32325,10957,1
32326,3732,2
32327,14373,1
32328,18265,1
32329,18569,1
32330,11713,2
32331,28097,1
32332,22595,2
32333,26544,4
32334,15624,1
32335,19487,1
32336,19073,1
32337,36626,1
32338,37374,1
32339,8154,1
32340,23102,3
32341,33831,1
32342,24725,3
32343,3354,4
32344,15484,2
32345,20769,4
32346,28074,2
32347,12097,1
32348,19303,1
32349,9180,3
32350,24668,1
32351,19362,4
32352,7517,1
32353,5970,1
32354,33499,1
32355,3212,3
32356,25610,1
32357,22568,1
32358,22932,1
32359,3777,1
32360,13649,4
32361,23939,1
32362,24280,1
32363,8663,3
32364,2792,1
32365,8667,4
32366,2320,1
32367,30036,2
32368,26986,2
32369,6298,3
32370,28943,2
32371,7043,2
32372,6984,3
32373,2355,3
32374,1637,1
32375,7004,1
32376,12830,1
32377,13184,1
32378,13591,1
32379,14164,1
32380,29211,1
32381,25970,1
32382,9314,1
32383,4948,3
32384,26674,1
32385,5219,3
32386,12381,2
32387,11339,1
32388,3600,1
32389,33561,1
32390,4269,1
32391,5513,4
32392,17450,1
32393,11168,3
32394,7181,1
32395,10288,1
32396,8343,1
32397,2790,2
32398,12362,2
32399,35168,1
32400,36981,4
32401,5495,1
32402,26198,3
32403,11202,1
32404,1561,1
32405,9416,3
32406,34797,1
32407,15611,1
32408,36741,1
32409,4992,1
32410,9435,1
32411,10210,1
32412,15330,2
32413,29850,1
32414,13703,2
32415,34978,2
32416,35462,1
32417,9227,3
32418,19484,5
32419,9775,2
32420,17216,1
32421,17815,2
32422,18574,2
32423,1043,1
32424,26030,1
32425,34012,2
32426,10906,1
32427,11667,1
32428,22709,1
32429,33687,4
32430,7712,1
32431,6339,3
32432,13781,2
32433,35840,1
32434,2286,4
32435,8888,2
32436,33559,1
32437,28355,1
32438,18980,3
32439,11760,1
32440,35887,1
32441,5648,1
32442,37086,2
32443,33576,1
32444,4575,1
32445,2306,1
32446,14870,4
32447,6503,3
32448,4773,1
32449,10193,1
32450,22695,2
32451,6675,1
32452,10914,2
32453,6753,4
32454,35739,1
32455,6421,1
32456,7304,1
32457,15214,2
32458,18794,1
32459,20466,1
32460,36040,1
32461,12399,2
32462,2083,3
32463,3476,1
32464,23878,1
32465,15042,3
32466,6620,3
32467,24178,4
32468,2274,1
32469,4185,4
32470,14681,1
32471,4077,3
32472,21317,4
32473,9346,1
32474,21938,1
32475,2992,3
32476,10693,4
32477,514,1
32478,37034,1
32479,17835,2
32480,28017,3
32481,13669,1
32482,8718,4
32483,32812,2
32484,23431,3
32485,4080,4
32486,4239,2
32487,5399,2
32488,4669,4
32489,12826,2
32490,21873,3
32491,36433,1
32492,34278,1
32493,6298,1
32494,27576,3
32495,16183,4
32496,24151,1
32497,15444,1
32498,5300,1
32499,28086,1
32500,14762,1
32501,2033,1
32502,21084,3
32503,19008,1
32504,37167,1
32505,14551,1
32506,6406,1
32507,2677,2
32508,12813,1
32509,27220,2
32510,7115,5
32511,37214,1
32512,27983,1
32513,13899,2
32514,9456,1
32515,25128,2
32516,26640,3
32517,6412,1
32518,11889,1
32519,22327,2
32520,18026,1
32521,7790,4
32522,3053,1
32523,33953,2
32524,6971,1
32525,10417,1
32526,21690,3
32527,20508,1
32528,11174,3
32529,34371,1
32530,11592,1
32531,21422,1
32532,14112,1
32533,12867,1
32534,12386,3
32535,15475,2
32536,17548,1
32537,13997,2
32538,4008,1
32539,26197,4
32540,20942,1
32541,6731,2
32542,27904,1
32543,8636,3
32544,21310,1
32545,23957,4
32546,19483,1
32547,5325,1
32548,10128,3
32549,34201,3
32550,2538,3
32551,34129,3
32552,22024,1
32553,16619,1
32554,21186,2
32555,33934,1
32556,1238,2
32557,3854,2
32558,36632,1
32559,9958,2
32560,5032,1
32561,22402,1
32562,36240,1
32563,37055,2
32564,2807,3
32565,4437,1
32566,35576,1
32567,928,1
32568,1619,2
32569,13473,2
32570,21574,2
32571,16100,1
32572,32321,3
32573,19006,1
32574,945,1
32575,16619,1
32576,24498,3
32577,37095,2
32578,12780,2
32579,14091,4
32580,18243,1
32581,28255,1
32582,34144,3
32583,5608,3
32584,7877,1
32585,18442,1
32586,17863,2
32587,20058,4
32588,10634,1
32589,13051,1
32590,22787,4
32591,9524,1
32592,12446,3
32593,21484,1
32594,29192,4
32595,23338,1
32596,23603,1
32597,22489,1
32598,18544,1
32599,10525,3
32600,21714,4
32601,28723,2
32602,32788,3
32603,3781,1
32604,686,4
32605,29775,1
32606,13603,1
32607,27013,1
32608,34736,1
32609,5650,3
32610,4636,3
32611,22921,1
32612,29422,2
32613,4335,3
32614,8956,1
32615,9054,1
32616,12697,2
32617,13053,1
32618,17441,1
32619,10890,4
32620,22411,3
32621,18474,1
32622,10142,1
32623,918,2
32624,34253,3
32625,13230,1
32626,2117,2
32627,13774,1
32628,9006,4
32629,7602,1
32630,29352,3
32631,12505,1
32632,21420,1
32633,18424,1
32634,18919,1
32635,14114,2
32636,9174,2
32637,725,2
32638,14200,1
32639,24174,3
32640,8644,1
32641,18583,1
32642,21439,2
32643,27670,2
32644,19662,1
32645,35981,1
32646,32203,2
32647,2912,4
32648,11832,2
32649,20610,1
32650,37214,1
32651,36820,3
32652,36201,1
32653,12366,4
32654,3143,1
32655,17650,1
32656,35446,3
32657,13786,1
32658,19201,3
32659,7558,1
32660,18939,3
32661,29695,3
32662,28036,2
32663,21190,1
32664,35635,1
32665,1559,4
32666,6814,1
32667,21320,4
32668,14196,1
32669,20537,1
32670,30941,3
32671,16342,2
32672,13177,1
32673,10516,1
32674,8544,1
32675,28270,1
32676,7768,2
32677,577,1
32678,18634,1
32679,5109,2
32680,22816,2
32681,23299,1
32682,24091,1
32683,8115,1
32684,29552,3
32685,35269,1
32686,21536,1
32687,27995,3
32688,29970,2
32689,18051,3
32690,35166,1
32691,27510,1
32692,22143,4
32693,18201,4
32694,898,1
32695,2664,1
32696,13062,2
32697,4306,1
32698,15651,2
32699,2767,1
32700,7404,1
32701,19938,2
32702,22691,1
32703,13572,1
32704,20123,2
32705,21564,1
32706,19380,1
32707,7919,3
32708,21415,2
32709,10428,2
32710,2479,4
32711,17892,2
32712,8537,1
32713,33561,1
32714,10233,1
32715,15058,2
32716,36998,3
32717,6557,1
32718,27971,1
32719,27888,1
32720,9976,3
32721,26199,2
32722,4806,1
32723,13796,2
32724,3754,1
32725,34779,1
32726,10,1
32727,2234,1
32728,5365,1
32729,10865,1
32730,21724,1
32731,4995,3
32732,29734,1
32733,1690,2
32734,36568,1
32735,26796,1
32736,13852,1
32737,11777,1
32738,23680,3
32739,1507,1
32740,10913,5
32741,5561,1
32742,20623,1
32743,4335,3
32744,1974,3
32745,20128,1
32746,22643,4
32747,13437,1
32748,19323,1
32749,10754,1
32750,12547,2
32751,27815,4
32752,3676,1
32753,34091,1
32754,31436,1
32755,36057,1
32756,14204,1
32757,8627,1
32758,17877,1
32759,21430,1
32760,30857,3
32761,13362,4
32762,36945,1
32763,8227,2
32764,8227,2
32765,37261,1
32766,18488,3
32767,6467,1
32768,22168,1
32769,13655,2
32770,2275,1
32771,4241,4
32772,7205,1
32773,1515,1
32774,8136,1
32775,15640,1
32776,10899,1
32777,32638,1
32778,31457,2
32779,13802,1
32780,24233,1
32781,3466,5
32782,21521,1
32783,37337,4
32784,3042,4
32785,24459,4
32786,3499,4
32787,36805,2
32788,11318,4
32789,29194,3
32790,31999,3
32791,13067,1
32792,21526,3
32793,36184,1
32794,26889,3
32795,36536,1
32796,18963,1
32797,12062,1
32798,539,1
32799,19662,1
32800,8295,4
32801,10476,1
32802,26995,1
32803,35581,2
32804,31142,3
32805,14066,1
32806,25110,4
32807,15259,2
32808,16961,1
32809,27567,3
32810,864,1
32811,10268,1
32812,27437,1
32813,9331,4
32814,29065,3
32815,1177,3
32816,21511,1
32817,9366,2
32818,317,1
32819,34082,1
32820,18445,3
32821,34425,1
32822,596,3
32823,29897,1
32824,26389,2
32825,8544,2
32826,8276,3
32827,4772,1
32828,37295,1
32829,5734,1
32830,17394,2
32831,21546,3
32832,9951,1
32833,20358,1
32834,24554,3
32835,10170,1
32836,22640,3
32837,34125,1
32838,25816,1
32839,3646,4
32840,13496,1
32841,22297,2
32842,6031,2
32843,26513,2
32844,14525,1
32845,11362,4
32846,10276,1
32847,19317,2
32848,8495,2
32849,15870,3
32850,14071,3
32851,20930,3
32852,11083,3
32853,15705,1
32854,7856,1
32855,36287,1
32856,22309,1
32857,25770,2
32858,192,3
32859,17968,1
32860,15285,4
32861,30882,1
32862,4703,1
32863,18632,1
32864,27143,2
32865,7663,2
32866,18157,1
32867,25813,2
32868,18607,1
32869,20340,1
32870,2953,4
32871,13626,3
32872,355,2
32873,12097,3
32874,400,2
32875,19127,1
32876,3381,2
32877,26096,3
32878,12919,2
32879,13226,1
32880,8841,3
32881,31413,4
32882,19600,1
32883,35725,4
32884,17800,1
32885,15876,2
32886,27101,1
32887,36226,1
32888,19325,1
32889,21028,1
32890,17436,2
32891,2784,1
32892,13497,3
32893,4037,1
32894,18941,1
32895,33714,1
32896,17352,3
32897,32072,2
32898,24811,1
32899,35843,2
32900,6345,2
32901,19855,1
32902,17091,2
32903,2853,1
32904,29176,1
32905,16644,2
32906,3335,4
32907,35391,1
32908,36119,3
32909,17473,2
32910,29763,1
32911,4939,1
32912,18742,1
32913,25500,1
32914,6663,1
32915,30144,1
32916,33686,1
32917,15994,1
32918,10168,1
32919,26837,1
32920,8750,3
32921,35520,1
32922,30643,1
32923,20391,2
32924,33798,1
32925,4735,2
32926,10551,1
32927,13752,1
32928,10288,3
32929,35842,1
32930,5828,3
32931,36678,1
32932,0,1
32933,3255,4
32934,35604,2
32935,27665,2
32936,31461,3
32937,15480,1
32938,10633,1
32939,20208,2
32940,7105,4
32941,6410,1
32942,18840,1
32943,26525,2
32944,15894,2
32945,2042,1
32946,558,4
32947,19999,1
32948,10754,2
32949,36741,1
32950,9184,1
32951,12805,1
32952,36351,2
32953,11706,1
32954,811,1
32955,14977,2
32956,35336,2
32957,19480,2
32958,28448,1
32959,1797,3
32960,17789,1
32961,15666,2
32962,6946,1
32963,1276,1
32964,18863,1
32965,10932,4
32966,27489,1
32967,13369,1
32968,21231,3
32969,11712,1
32970,1971,1
32971,13949,1
32972,5772,1
32973,36223,1
32974,13240,1
32975,2489,2
32976,955,1
32977,5869,1
32978,29645,2
32979,21939,1
32980,3536,1
32981,34702,1
32982,17536,1
32983,21791,2
32984,1946,1
32985,15914,1
32986,18903,3
32987,21157,1
32988,22081,3
32989,4263,3
32990,2260,2
32991,12691,3
32992,33433,1
32993,23701,1
32994,35253,1
32995,23718,2
32996,22395,3
32997,34639,3
32998,16619,1
32999,23045,1
33000,27531,1
33001,9178,1
33002,5681,1
33003,4945,1
33004,33758,1
33005,33604,1
33006,13060,2
33007,21802,2
33008,28441,1
33009,16004,3
33010,14080,1
33011,27622,1
33012,10906,1
33013,30551,1
33014,4634,1
33015,484,1
33016,22424,2
33017,17088,2
33018,11747,1
33019,28766,4
33020,14771,1
33021,4821,1
33022,2633,4
33023,12970,2
33024,6617,1
33025,6226,1
33026,30949,3
33027,19988,1
33028,18438,1
33029,11135,1
33030,7134,3
33031,9443,2
33032,31911,3
33033,14937,3
33034,35058,1
33035,7307,4
33036,34389,1
33037,24662,1
33038,35544,2
33039,15008,1
33040,10417,1
33041,18555,1
33042,16753,1
33043,4453,3
33044,11070,2
33045,36722,1
33046,1321,1
33047,24680,2
33048,1243,3
33049,36458,1
33050,14501,3
33051,9620,1
33052,20542,4
33053,1482,1
33054,11916,2
33055,1660,4
33056,11313,1
33057,18705,3
33058,28435,1
33059,19805,3
33060,4045,2
33061,23783,2
33062,11585,1
33063,23147,4
33064,11687,1
33065,12880,4
33066,35289,1
33067,19614,1
33068,26371,3
33069,23313,4
33070,34471,3
33071,9239,1
33072,33753,1
33073,2002,3
33074,36830,1
33075,26169,1
33076,33370,2
33077,37206,1
33078,1684,1
33079,797,2
33080,34951,1
33081,11019,3
33082,19666,1
33083,12214,2
33084,31147,1
33085,4773,1
33086,9241,1
33087,20033,2
33088,35680,3
33089,25206,1
33090,14001,1
33091,28603,2
33092,15332,1
33093,25278,3
33094,36218,4
33095,18390,1
33096,25043,2
33097,2405,3
33098,20399,1
33099,1199,1
33100,19243,1
33101,12455,1
33102,14147,1
33103,6557,3
33104,19427,1
33105,23817,1
33106,30515,1
33107,6405,2
33108,20918,1
33109,23460,3
33110,35635,3
33111,26677,1
33112,23753,1
33113,33742,1
33114,34564,1
33115,28560,1
33116,1293,2
33117,4814,2
33118,33662,1
33119,8439,3
33120,35653,1
33121,16676,2
33122,7632,1
33123,32337,4
33124,18723,3
33125,2157,1
33126,27851,1
33127,12377,1
33128,17346,3
33129,13946,1
33130,20085,3
33131,33421,1
33132,7090,2
33133,12295,2
33134,23003,1
33135,6356,1
33136,2458,1
33137,2664,1
33138,3168,1
33139,2383,1
33140,4586,1
33141,23878,3
33142,35543,4
33143,23579,3
33144,2152,4
33145,19423,1
33146,26585,2
33147,6673,3
33148,12475,3
33149,29546,1
33150,5334,1
33151,31194,1
33152,2035,2
33153,35160,1
33154,35851,2
33155,24506,1
33156,8457,1
33157,37310,4
33158,16163,2
33159,25632,1
33160,371,1
33161,1170,1
33162,10668,1
33163,26993,1
33164,3754,1
33165,37365,1
33166,22515,1
33167,5124,1
33168,34143,1
33169,3829,1
33170,5182,2
33171,328,4
33172,13028,4
33173,17970,1
33174,2865,1
33175,23274,2
33176,21610,1
33177,1797,1
33178,6705,1
33179,25440,3
33180,10688,4
33181,29079,1
33182,1529,1
33183,7066,1
33184,23764,1
33185,17014,2
33186,550,1
33187,10927,1
33188,3182,1
33189,3339,1
33190,11590,2
33191,20161,1
33192,949,1
33193,19332,1
33194,29150,1
33195,13757,2
33196,6136,1
33197,25666,1
33198,13473,2
33199,216,1
33200,16956,1
33201,9558,3
33202,15373,4
33203,27304,1
33204,22387,3
33205,1243,1
33206,12569,1
33207,11993,2
33208,16063,1
33209,12547,2
33210,13996,2
33211,9028,1
33212,17141,1
33213,14019,3
33214,31307,4
33215,7658,2
33216,22800,2
33217,18515,4
33218,279,1
33219,14646,3
33220,17054,1
33221,4730,2
33222,16075,2
33223,18385,2
33224,15815,3
33225,4921,3
33226,85,2
33227,7141,2
33228,17134,1
33229,20182,4
33230,10054,1
33231,1336,2
33232,13129,1
33233,21873,4
33234,11710,1
33235,33472,1
33236,20053,4
33237,36035,4
33238,33501,1
33239,26236,1
33240,27921,1
33241,3226,3
33242,14800,1
33243,22536,3
33244,15492,3
33245,20177,2
